,Gene1,Gene2,Direction
1175277,Solyc04g014540.2,Solyc05g051610.2,+
1175283,Solyc04g014540.2,Solyc06g005620.3,+
1175286,Solyc04g014540.2,Solyc06g050140.1,+
1175287,Solyc04g014540.2,Solyc06g051160.3,-
1175290,Solyc04g014540.2,Solyc06g060500.1,+
1175294,Solyc04g014540.2,Solyc06g064970.3,+
1175295,Solyc04g014540.2,Solyc06g064980.3,+
1175296,Solyc04g014540.2,Solyc06g065010.3,+
1175297,Solyc04g014540.2,Solyc06g067860.3,+
1175298,Solyc04g014540.2,Solyc06g069045.1,+
1175300,Solyc04g014540.2,Solyc06g071060.1,+
1175302,Solyc04g014540.2,Solyc06g071790.3,-
1175305,Solyc04g014540.2,Solyc06g072880.2,+
1175306,Solyc04g014540.2,Solyc06g073165.1,+
1175308,Solyc04g014540.2,Solyc06g082730.2,+
1175318,Solyc04g014540.2,Solyc07g042550.3,+
1175320,Solyc04g014540.2,Solyc07g045310.3,-
1175326,Solyc04g014540.2,Solyc07g055350.3,+
1175328,Solyc04g014540.2,Solyc07g055625.1,+
1175330,Solyc04g014540.2,Solyc07g056090.1,+
1175331,Solyc04g014540.2,Solyc07g065660.3,+
1175332,Solyc04g014540.2,Solyc07g066460.3,-
1175337,Solyc04g014540.2,Solyc08g007560.2,+
1175339,Solyc04g014540.2,Solyc08g008440.2,+
1175340,Solyc04g014540.2,Solyc08g014050.2,+
1175342,Solyc04g014540.2,Solyc08g061920.2,+
1175343,Solyc04g014540.2,Solyc08g062570.1,+
1175344,Solyc04g014540.2,Solyc08g067700.1,+
1175345,Solyc04g014540.2,Solyc08g068640.4,+
1175348,Solyc04g014540.2,Solyc08g074270.3,-
1175351,Solyc04g014540.2,Solyc08g077010.1,+
1175353,Solyc04g014540.2,Solyc08g079720.3,+
1175355,Solyc04g014540.2,Solyc08g080550.1,-
1175358,Solyc04g014540.2,Solyc09g005210.3,+
1175361,Solyc04g014540.2,Solyc09g008920.3,-
1175363,Solyc04g014540.2,Solyc09g009520.3,+
1175364,Solyc04g014540.2,Solyc09g010450.1,-
1175366,Solyc04g014540.2,Solyc09g011500.3,+
1175367,Solyc04g014540.2,Solyc09g011510.2,+
1175368,Solyc04g014540.2,Solyc09g011520.3,+
1175369,Solyc04g014540.2,Solyc09g011570.3,+
1175370,Solyc04g014540.2,Solyc09g011630.3,+
1175371,Solyc04g014540.2,Solyc09g011830.3,-
1175374,Solyc04g014540.2,Solyc09g066250.1,+
1175376,Solyc04g014540.2,Solyc09g066310.3,+
1175378,Solyc04g014540.2,Solyc09g082480.2,+
1175380,Solyc04g014540.2,Solyc09g089790.3,+
1175384,Solyc04g014540.2,Solyc09g097960.3,+
1175385,Solyc04g014540.2,Solyc09g098040.3,-
1175387,Solyc04g014540.2,Solyc10g006720.3,+
1175389,Solyc04g014540.2,Solyc10g009483.1,+
1175393,Solyc04g014540.2,Solyc10g076240.2,+
1175395,Solyc04g014540.2,Solyc10g080130.2,+
1175396,Solyc04g014540.2,Solyc10g080250.1,+
1175399,Solyc04g014540.2,Solyc10g080560.2,+
1175400,Solyc04g014540.2,Solyc10g081790.1,+
1175403,Solyc04g014540.2,Solyc10g084910.2,+
1175404,Solyc04g014540.2,Solyc10g086100.2,+
1175405,Solyc04g014540.2,Solyc11g005860.2,+
1175406,Solyc04g014540.2,Solyc11g006090.2,+
1175412,Solyc04g014540.2,Solyc11g008560.2,+
1175413,Solyc04g014540.2,Solyc11g010790.1,+
1175414,Solyc04g014540.2,Solyc11g011330.2,+
1175415,Solyc04g014540.2,Solyc11g011750.1,+
1175417,Solyc04g014540.2,Solyc11g044540.2,-
1175418,Solyc04g014540.2,Solyc11g065240.2,-
1175421,Solyc04g014540.2,Solyc11g069380.2,-
1175425,Solyc04g014540.2,Solyc12g010380.2,-
1175428,Solyc04g014540.2,Solyc12g039080.2,-
1175429,Solyc04g014540.2,Solyc12g042980.2,+
1175431,Solyc04g014540.2,Solyc12g055680.1,+
1175432,Solyc04g014540.2,Solyc12g056050.1,+
1175434,Solyc04g014540.2,Solyc12g070270.2,-
1175435,Solyc04g014540.2,Solyc12g089130.2,+
1176282,Solyc04g014710.3,Solyc04g071560.3,+
1176289,Solyc04g014710.3,Solyc05g052990.3,+
1176295,Solyc04g014710.3,Solyc06g066310.3,+
1176296,Solyc04g014710.3,Solyc06g072980.3,-
1176298,Solyc04g014710.3,Solyc06g075010.3,+
1176299,Solyc04g014710.3,Solyc06g075180.1,+
1176303,Solyc04g014710.3,Solyc07g006960.3,+
1176305,Solyc04g014710.3,Solyc07g041490.2,+
1176306,Solyc04g014710.3,Solyc07g042150.3,+
1176318,Solyc04g014710.3,Solyc08g059800.3,+
1176319,Solyc04g014710.3,Solyc08g066800.3,-
1176322,Solyc04g014710.3,Solyc08g079545.1,+
1176324,Solyc04g014710.3,Solyc09g055910.3,+
1176326,Solyc04g014710.3,Solyc09g082780.3,+
1176331,Solyc04g014710.3,Solyc10g085820.2,-
1176333,Solyc04g014710.3,Solyc11g011010.1,+
1176337,Solyc04g014710.3,Solyc11g069810.2,+
1176338,Solyc04g014710.3,Solyc11g072180.2,+
1176339,Solyc04g014710.3,Solyc12g005050.2,+
1176343,Solyc04g014710.3,Solyc12g098370.2,+
1183111,Solyc04g015370.3,Solyc04g024520.3,-
1183112,Solyc04g015370.3,Solyc04g045340.3,+
1183113,Solyc04g015370.3,Solyc04g050720.3,-
1183117,Solyc04g015370.3,Solyc04g057840.1,-
1183119,Solyc04g015370.3,Solyc04g072810.3,-
1183123,Solyc04g015370.3,Solyc04g081370.2,-
1183124,Solyc04g015370.3,Solyc04g081930.3,+
1183128,Solyc04g015370.3,Solyc05g008060.3,-
1183129,Solyc04g015370.3,Solyc05g009790.1,-
1183132,Solyc04g015370.3,Solyc05g014230.3,-
1183133,Solyc04g015370.3,Solyc05g014240.3,-
1183134,Solyc04g015370.3,Solyc05g015720.2,-
1183135,Solyc04g015370.3,Solyc05g017940.3,-
1183137,Solyc04g015370.3,Solyc05g018730.3,-
1183140,Solyc04g015370.3,Solyc05g054120.1,-
1183144,Solyc04g015370.3,Solyc05g056330.3,+
1183145,Solyc04g015370.3,Solyc05g056370.3,-
1183147,Solyc04g015370.3,Solyc06g005250.3,-
1183148,Solyc04g015370.3,Solyc06g005755.1,-
1183153,Solyc04g015370.3,Solyc06g036000.3,-
1183154,Solyc04g015370.3,Solyc06g051905.1,-
1183155,Solyc04g015370.3,Solyc06g053700.1,-
1183157,Solyc04g015370.3,Solyc06g054120.2,-
1183161,Solyc04g015370.3,Solyc06g063260.3,-
1183163,Solyc04g015370.3,Solyc07g006110.3,-
1183166,Solyc04g015370.3,Solyc07g018180.2,-
1183169,Solyc04g015370.3,Solyc07g041200.3,+
1183173,Solyc04g015370.3,Solyc07g054500.3,-
1183174,Solyc04g015370.3,Solyc07g056330.3,-
1183176,Solyc04g015370.3,Solyc07g062120.3,-
1183177,Solyc04g015370.3,Solyc07g065320.3,-
1183181,Solyc04g015370.3,Solyc08g008120.3,-
1183190,Solyc04g015370.3,Solyc08g075450.3,-
1183191,Solyc04g015370.3,Solyc08g075880.3,-
1183194,Solyc04g015370.3,Solyc08g077480.3,-
1183195,Solyc04g015370.3,Solyc08g077955.1,-
1183197,Solyc04g015370.3,Solyc08g081660.2,-
1183202,Solyc04g015370.3,Solyc09g010470.3,-
1183203,Solyc04g015370.3,Solyc09g010680.3,-
1183204,Solyc04g015370.3,Solyc09g011580.2,-
1183207,Solyc04g015370.3,Solyc09g031910.2,-
1183211,Solyc04g015370.3,Solyc09g065990.3,+
1183212,Solyc04g015370.3,Solyc09g072580.3,+
1183215,Solyc04g015370.3,Solyc09g083330.3,-
1183218,Solyc04g015370.3,Solyc09g090120.3,-
1183219,Solyc04g015370.3,Solyc09g091420.3,-
1183222,Solyc04g015370.3,Solyc10g005520.3,+
1183223,Solyc04g015370.3,Solyc10g006300.3,-
1183227,Solyc04g015370.3,Solyc10g011810.3,-
1183230,Solyc04g015370.3,Solyc10g045600.2,+
1183237,Solyc04g015370.3,Solyc10g055680.1,-
1183240,Solyc04g015370.3,Solyc10g084060.2,-
1183242,Solyc04g015370.3,Solyc10g084340.2,-
1183244,Solyc04g015370.3,Solyc10g085920.2,-
1183246,Solyc04g015370.3,Solyc10g086240.2,-
1183247,Solyc04g015370.3,Solyc11g008270.2,-
1183248,Solyc04g015370.3,Solyc11g008280.2,-
1183249,Solyc04g015370.3,Solyc11g010190.1,+
1183251,Solyc04g015370.3,Solyc11g011350.2,-
1183252,Solyc04g015370.3,Solyc11g012050.1,-
1183253,Solyc04g015370.3,Solyc11g012090.2,-
1183259,Solyc04g015370.3,Solyc11g040150.2,-
1183260,Solyc04g015370.3,Solyc11g062290.2,-
1183261,Solyc04g015370.3,Solyc11g062350.2,-
1183262,Solyc04g015370.3,Solyc11g065125.1,-
1183264,Solyc04g015370.3,Solyc11g071575.1,-
1183265,Solyc04g015370.3,Solyc11g073020.2,-
1183268,Solyc04g015370.3,Solyc12g006240.2,-
1183269,Solyc04g015370.3,Solyc12g006800.2,-
1183270,Solyc04g015370.3,Solyc12g007030.2,-
1183273,Solyc04g015370.3,Solyc12g017370.2,-
1183274,Solyc04g015370.3,Solyc12g019070.1,-
1183275,Solyc04g015370.3,Solyc12g038090.1,-
1183277,Solyc04g015370.3,Solyc12g043110.2,+
1183279,Solyc04g015370.3,Solyc12g056980.1,-
1183280,Solyc04g015370.3,Solyc12g057077.1,-
1183281,Solyc04g015370.3,Solyc12g076320.2,-
1183282,Solyc04g015370.3,Solyc12g088880.2,-
1183286,Solyc04g015370.3,Solyc12g100140.2,-
1184784,Solyc04g015740.3,Solyc04g072630.3,+
1184785,Solyc04g015740.3,Solyc04g081260.3,+
1184788,Solyc04g015740.3,Solyc05g052840.1,+
1184789,Solyc04g015740.3,Solyc05g056000.3,-
1184790,Solyc04g015740.3,Solyc06g011450.2,+
1184791,Solyc04g015740.3,Solyc06g049030.3,+
1184792,Solyc04g015740.3,Solyc06g065440.1,+
1184793,Solyc04g015740.3,Solyc06g076820.1,+
1184794,Solyc04g015740.3,Solyc06g083170.3,+
1184796,Solyc04g015740.3,Solyc07g053970.3,+
1184799,Solyc04g015740.3,Solyc08g041710.3,+
1184800,Solyc04g015740.3,Solyc08g066600.3,+
1184801,Solyc04g015740.3,Solyc08g067580.2,+
1184803,Solyc04g015740.3,Solyc08g082060.3,+
1184805,Solyc04g015740.3,Solyc09g015670.3,-
1184806,Solyc04g015740.3,Solyc09g018490.3,+
1184808,Solyc04g015740.3,Solyc09g065200.3,+
1184809,Solyc04g015740.3,Solyc09g066440.3,+
1184812,Solyc04g015740.3,Solyc10g079490.2,+
1184813,Solyc04g015740.3,Solyc10g080390.2,+
1184814,Solyc04g015740.3,Solyc11g010690.2,+
1184815,Solyc04g015740.3,Solyc11g012270.2,+
1184818,Solyc04g015740.3,Solyc11g072530.2,+
1184819,Solyc04g015740.3,Solyc12g014410.2,+
1184820,Solyc04g015740.3,Solyc12g087830.2,-
1184821,Solyc04g015740.3,Solyc12g099830.2,+
1187287,Solyc04g016070.2,Solyc04g049380.3,-
1187293,Solyc04g016070.2,Solyc04g055130.1,+
1187295,Solyc04g016070.2,Solyc04g055150.1,+
1187297,Solyc04g016070.2,Solyc04g056440.2,+
1187300,Solyc04g016070.2,Solyc04g071010.3,-
1187302,Solyc04g016070.2,Solyc04g071360.3,-
1187303,Solyc04g016070.2,Solyc04g071580.3,+
1187305,Solyc04g016070.2,Solyc04g074170.2,+
1187311,Solyc04g016070.2,Solyc04g077260.3,+
1187316,Solyc04g016070.2,Solyc04g080250.3,+
1187319,Solyc04g016070.2,Solyc04g081590.3,+
1187321,Solyc04g016070.2,Solyc04g082780.3,-
1187322,Solyc04g016070.2,Solyc04g082930.2,-
1187327,Solyc04g016070.2,Solyc05g005840.3,+
1187328,Solyc04g016070.2,Solyc05g005850.3,+
1187329,Solyc04g016070.2,Solyc05g006310.2,+
1187332,Solyc04g016070.2,Solyc05g007280.3,+
1187334,Solyc04g016070.2,Solyc05g007550.2,+
1187343,Solyc04g016070.2,Solyc05g009320.3,+
1187349,Solyc04g016070.2,Solyc05g011970.3,+
1187354,Solyc04g016070.2,Solyc05g013680.3,+
1187359,Solyc04g016070.2,Solyc05g017950.3,-
1187360,Solyc04g016070.2,Solyc05g018920.1,+
1187365,Solyc04g016070.2,Solyc05g046000.3,+
1187368,Solyc04g016070.2,Solyc05g050420.1,+
1187374,Solyc04g016070.2,Solyc05g051220.3,+
1187377,Solyc04g016070.2,Solyc05g051610.2,+
1187389,Solyc04g016070.2,Solyc05g053190.3,-
1187393,Solyc04g016070.2,Solyc05g054350.3,-
1187395,Solyc04g016070.2,Solyc05g054795.1,+
1187403,Solyc04g016070.2,Solyc06g005620.3,+
1187405,Solyc04g016070.2,Solyc06g007330.3,+
1187419,Solyc04g016070.2,Solyc06g050140.1,+
1187422,Solyc04g016070.2,Solyc06g051160.3,-
1187427,Solyc04g016070.2,Solyc06g053920.3,-
1187432,Solyc04g016070.2,Solyc06g060500.1,+
1187440,Solyc04g016070.2,Solyc06g064970.3,+
1187441,Solyc04g016070.2,Solyc06g064980.3,+
1187443,Solyc04g016070.2,Solyc06g065010.3,+
1187445,Solyc04g016070.2,Solyc06g065270.3,-
1187454,Solyc04g016070.2,Solyc06g067860.3,+
1187457,Solyc04g016070.2,Solyc06g069045.1,+
1187462,Solyc04g016070.2,Solyc06g071060.1,+
1187465,Solyc04g016070.2,Solyc06g071790.3,-
1187466,Solyc04g016070.2,Solyc06g072880.2,+
1187467,Solyc04g016070.2,Solyc06g073165.1,+
1187468,Solyc04g016070.2,Solyc06g073560.3,+
1187469,Solyc04g016070.2,Solyc06g073585.1,+
1187477,Solyc04g016070.2,Solyc06g075555.1,+
1187480,Solyc04g016070.2,Solyc06g082730.2,+
1187481,Solyc04g016070.2,Solyc06g083085.1,+
1187492,Solyc04g016070.2,Solyc07g006750.3,+
1187501,Solyc04g016070.2,Solyc07g009435.1,+
1187514,Solyc04g016070.2,Solyc07g042550.3,+
1187515,Solyc04g016070.2,Solyc07g043150.1,+
1187519,Solyc04g016070.2,Solyc07g045310.3,-
1187528,Solyc04g016070.2,Solyc07g054130.2,+
1187531,Solyc04g016070.2,Solyc07g055350.3,+
1187533,Solyc04g016070.2,Solyc07g055625.1,+
1187536,Solyc04g016070.2,Solyc07g056090.1,+
1187541,Solyc04g016070.2,Solyc07g063530.3,-
1187544,Solyc04g016070.2,Solyc07g065400.3,-
1187545,Solyc04g016070.2,Solyc07g065660.3,+
1187546,Solyc04g016070.2,Solyc07g066460.3,-
1187554,Solyc04g016070.2,Solyc08g007560.2,+
1187557,Solyc04g016070.2,Solyc08g008440.2,+
1187559,Solyc04g016070.2,Solyc08g014050.2,+
1187562,Solyc04g016070.2,Solyc08g014330.3,+
1187566,Solyc04g016070.2,Solyc08g061920.2,+
1187567,Solyc04g016070.2,Solyc08g062570.1,+
1187568,Solyc04g016070.2,Solyc08g062610.3,-
1187576,Solyc04g016070.2,Solyc08g067700.1,+
1187580,Solyc04g016070.2,Solyc08g068640.4,+
1187585,Solyc04g016070.2,Solyc08g074270.3,-
1187592,Solyc04g016070.2,Solyc08g077010.1,+
1187596,Solyc04g016070.2,Solyc08g079720.3,+
1187597,Solyc04g016070.2,Solyc08g079970.1,+
1187599,Solyc04g016070.2,Solyc08g080550.1,-
1187601,Solyc04g016070.2,Solyc08g081350.2,+
1187605,Solyc04g016070.2,Solyc09g005210.3,+
1187608,Solyc04g016070.2,Solyc09g007640.3,+
1187613,Solyc04g016070.2,Solyc09g008920.3,-
1187615,Solyc04g016070.2,Solyc09g009520.3,+
1187618,Solyc04g016070.2,Solyc09g011500.3,+
1187619,Solyc04g016070.2,Solyc09g011510.2,+
1187620,Solyc04g016070.2,Solyc09g011520.3,+
1187622,Solyc04g016070.2,Solyc09g011570.3,+
1187623,Solyc04g016070.2,Solyc09g011630.3,+
1187643,Solyc04g016070.2,Solyc09g065920.3,-
1187644,Solyc04g016070.2,Solyc09g066250.1,+
1187646,Solyc04g016070.2,Solyc09g066270.3,+
1187647,Solyc04g016070.2,Solyc09g066310.3,+
1187654,Solyc04g016070.2,Solyc09g082480.2,+
1187661,Solyc04g016070.2,Solyc09g089790.3,+
1187671,Solyc04g016070.2,Solyc09g091945.1,+
1187672,Solyc04g016070.2,Solyc09g097960.3,+
1187673,Solyc04g016070.2,Solyc09g097965.1,+
1187675,Solyc04g016070.2,Solyc09g098040.3,-
1187679,Solyc04g016070.2,Solyc09g098590.3,-
1187684,Solyc04g016070.2,Solyc10g005380.3,+
1187689,Solyc04g016070.2,Solyc10g006720.3,+
1187695,Solyc04g016070.2,Solyc10g009483.1,+
1187697,Solyc04g016070.2,Solyc10g017510.3,+
1187714,Solyc04g016070.2,Solyc10g076240.2,+
1187716,Solyc04g016070.2,Solyc10g076940.2,+
1187722,Solyc04g016070.2,Solyc10g080130.2,+
1187723,Solyc04g016070.2,Solyc10g080250.1,+
1187726,Solyc04g016070.2,Solyc10g080560.2,+
1187731,Solyc04g016070.2,Solyc10g081790.1,+
1187740,Solyc04g016070.2,Solyc10g084910.2,+
1187743,Solyc04g016070.2,Solyc10g086100.2,+
1187750,Solyc04g016070.2,Solyc11g005860.2,+
1187752,Solyc04g016070.2,Solyc11g006090.2,+
1187760,Solyc04g016070.2,Solyc11g008560.2,+
1187764,Solyc04g016070.2,Solyc11g010790.1,+
1187766,Solyc04g016070.2,Solyc11g011330.2,+
1187768,Solyc04g016070.2,Solyc11g011750.1,+
1187769,Solyc04g016070.2,Solyc11g011840.2,-
1187775,Solyc04g016070.2,Solyc11g021140.1,+
1187777,Solyc04g016070.2,Solyc11g044540.2,-
1187778,Solyc04g016070.2,Solyc11g045410.1,+
1187786,Solyc04g016070.2,Solyc11g069380.2,-
1187792,Solyc04g016070.2,Solyc11g073160.2,-
1187798,Solyc04g016070.2,Solyc12g006110.2,+
1187806,Solyc04g016070.2,Solyc12g010380.2,-
1187812,Solyc04g016070.2,Solyc12g017400.2,+
1187817,Solyc04g016070.2,Solyc12g036550.2,+
1187819,Solyc04g016070.2,Solyc12g039080.2,-
1187821,Solyc04g016070.2,Solyc12g042980.2,+
1187822,Solyc04g016070.2,Solyc12g049320.2,+
1187825,Solyc04g016070.2,Solyc12g055680.1,+
1187827,Solyc04g016070.2,Solyc12g056050.1,+
1187828,Solyc04g016070.2,Solyc12g056730.1,+
1187834,Solyc04g016070.2,Solyc12g062810.1,+
1187836,Solyc04g016070.2,Solyc12g070270.2,-
1187837,Solyc04g016070.2,Solyc12g087810.2,-
1187838,Solyc04g016070.2,Solyc12g087830.2,-
1187841,Solyc04g016070.2,Solyc12g088350.2,+
1187845,Solyc04g016070.2,Solyc12g096480.1,+
1188141,Solyc04g016160.3,Solyc05g056000.3,-
1188142,Solyc04g016160.3,Solyc06g005790.3,+
1188143,Solyc04g016160.3,Solyc06g073210.3,+
1188144,Solyc04g016160.3,Solyc07g054850.3,+
1188145,Solyc04g016160.3,Solyc08g074280.3,+
1188148,Solyc04g016160.3,Solyc09g011910.3,+
1188150,Solyc04g016160.3,Solyc12g007230.2,+
1188151,Solyc04g016160.3,Solyc12g040460.2,+
1188152,Solyc04g016160.3,Solyc12g099560.2,+
1189047,Solyc04g016400.3,Solyc04g045340.3,-
1189049,Solyc04g016400.3,Solyc04g071010.3,-
1189050,Solyc04g016400.3,Solyc04g072450.3,+
1189055,Solyc04g016400.3,Solyc04g080460.3,+
1189056,Solyc04g016400.3,Solyc04g081930.3,-
1189057,Solyc04g016400.3,Solyc04g082780.3,-
1189058,Solyc04g016400.3,Solyc04g082930.2,-
1189062,Solyc04g016400.3,Solyc05g007050.3,+
1189064,Solyc04g016400.3,Solyc05g010590.3,+
1189065,Solyc04g016400.3,Solyc05g032760.3,+
1189066,Solyc04g016400.3,Solyc05g056000.3,-
1189067,Solyc04g016400.3,Solyc05g056430.2,+
1189069,Solyc04g016400.3,Solyc06g008100.3,+
1189070,Solyc04g016400.3,Solyc06g048410.3,-
1189071,Solyc04g016400.3,Solyc06g053920.3,-
1189072,Solyc04g016400.3,Solyc06g065270.3,-
1189073,Solyc04g016400.3,Solyc06g073920.3,-
1189074,Solyc04g016400.3,Solyc06g074500.2,+
1189075,Solyc04g016400.3,Solyc07g017780.3,+
1189076,Solyc04g016400.3,Solyc07g052700.3,-
1189077,Solyc04g016400.3,Solyc07g055210.3,-
