,Gene1,Gene2,Direction
337071,Solyc01g096370.3,Solyc01g104140.3,-
337072,Solyc01g096370.3,Solyc01g104220.3,-
337081,Solyc01g096370.3,Solyc01g106320.2,-
337083,Solyc01g096370.3,Solyc01g106870.3,-
337085,Solyc01g096370.3,Solyc01g107210.3,-
337091,Solyc01g096370.3,Solyc01g109360.3,-
337105,Solyc01g096370.3,Solyc02g061980.3,-
337111,Solyc01g096370.3,Solyc02g062710.1,-
337116,Solyc01g096370.3,Solyc02g068200.1,-
337122,Solyc01g096370.3,Solyc02g071360.3,-
337124,Solyc01g096370.3,Solyc02g071980.3,-
337131,Solyc01g096370.3,Solyc02g078360.3,-
337134,Solyc01g096370.3,Solyc02g080130.3,-
337136,Solyc01g096370.3,Solyc02g080800.3,-
337138,Solyc01g096370.3,Solyc02g082270.3,-
337139,Solyc01g096370.3,Solyc02g082570.2,-
337145,Solyc01g096370.3,Solyc02g087550.3,-
337146,Solyc01g096370.3,Solyc02g087940.3,-
337153,Solyc01g096370.3,Solyc02g090043.1,-
337154,Solyc01g096370.3,Solyc02g090840.3,-
337156,Solyc01g096370.3,Solyc02g091350.3,+
337158,Solyc01g096370.3,Solyc02g092880.3,-
337165,Solyc01g096370.3,Solyc03g005270.3,-
337166,Solyc01g096370.3,Solyc03g006860.3,-
337169,Solyc01g096370.3,Solyc03g007320.3,-
337171,Solyc01g096370.3,Solyc03g007920.3,+
337175,Solyc01g096370.3,Solyc03g031790.1,-
337176,Solyc01g096370.3,Solyc03g032050.3,-
337178,Solyc01g096370.3,Solyc03g033990.1,-
337179,Solyc01g096370.3,Solyc03g034440.2,-
337182,Solyc01g096370.3,Solyc03g044430.3,-
337193,Solyc01g096370.3,Solyc03g078380.1,-
337206,Solyc01g096370.3,Solyc03g097675.1,-
337208,Solyc01g096370.3,Solyc03g098170.3,-
337210,Solyc01g096370.3,Solyc03g098400.2,-
337212,Solyc01g096370.3,Solyc03g110930.3,-
337214,Solyc01g096370.3,Solyc03g111310.3,-
337217,Solyc01g096370.3,Solyc03g112380.1,-
337219,Solyc01g096370.3,Solyc03g115650.3,-
337220,Solyc01g096370.3,Solyc03g115700.3,-
337221,Solyc01g096370.3,Solyc03g115760.3,-
337224,Solyc01g096370.3,Solyc03g117320.3,-
337226,Solyc01g096370.3,Solyc03g117470.3,-
337227,Solyc01g096370.3,Solyc03g117675.1,-
337230,Solyc01g096370.3,Solyc03g118670.3,-
337233,Solyc01g096370.3,Solyc03g119090.3,-
337235,Solyc01g096370.3,Solyc03g120010.3,-
337238,Solyc01g096370.3,Solyc03g120880.3,-
337239,Solyc01g096370.3,Solyc03g121830.1,-
337243,Solyc01g096370.3,Solyc04g005450.3,-
337244,Solyc01g096370.3,Solyc04g007490.3,-
337247,Solyc01g096370.3,Solyc04g008385.1,+
337248,Solyc01g096370.3,Solyc04g009770.3,-
337254,Solyc01g096370.3,Solyc04g014250.3,-
337257,Solyc01g096370.3,Solyc04g015370.3,-
337258,Solyc01g096370.3,Solyc04g016520.3,-
337260,Solyc01g096370.3,Solyc04g045480.3,-
337270,Solyc01g096370.3,Solyc04g071160.3,-
337275,Solyc01g096370.3,Solyc04g076010.3,-
337276,Solyc01g096370.3,Solyc04g076060.3,-
337277,Solyc01g096370.3,Solyc04g076230.3,-
337278,Solyc01g096370.3,Solyc04g076420.3,-
337279,Solyc01g096370.3,Solyc04g077600.3,-
337288,Solyc01g096370.3,Solyc04g081930.3,-
337289,Solyc01g096370.3,Solyc04g082260.3,-
337292,Solyc01g096370.3,Solyc04g082790.3,-
337293,Solyc01g096370.3,Solyc04g082800.3,-
337299,Solyc01g096370.3,Solyc05g008190.3,-
337305,Solyc01g096370.3,Solyc05g013030.1,-
337307,Solyc01g096370.3,Solyc05g013050.3,-
337308,Solyc01g096370.3,Solyc05g013340.3,-
337315,Solyc01g096370.3,Solyc05g018150.3,-
337316,Solyc01g096370.3,Solyc05g018320.3,-
337318,Solyc01g096370.3,Solyc05g023820.3,-
337322,Solyc01g096370.3,Solyc05g050230.3,-
337323,Solyc01g096370.3,Solyc05g050680.3,-
337324,Solyc01g096370.3,Solyc05g050930.2,-
337325,Solyc01g096370.3,Solyc05g052150.3,-
337327,Solyc01g096370.3,Solyc05g053780.3,-
337329,Solyc01g096370.3,Solyc05g053990.3,-
337331,Solyc01g096370.3,Solyc05g054100.3,-
337332,Solyc01g096370.3,Solyc05g054520.3,-
337334,Solyc01g096370.3,Solyc05g055380.2,-
337335,Solyc01g096370.3,Solyc05g056000.3,-
337336,Solyc01g096370.3,Solyc05g056130.3,-
337345,Solyc01g096370.3,Solyc06g009830.3,-
337348,Solyc01g096370.3,Solyc06g030490.3,-
337353,Solyc01g096370.3,Solyc06g048510.3,-
337359,Solyc01g096370.3,Solyc06g052030.3,-
337360,Solyc01g096370.3,Solyc06g053330.3,-
337361,Solyc01g096370.3,Solyc06g053740.3,-
337365,Solyc01g096370.3,Solyc06g054120.2,+
337366,Solyc01g096370.3,Solyc06g054490.3,-
337367,Solyc01g096370.3,Solyc06g054650.3,-
337369,Solyc01g096370.3,Solyc06g063000.3,-
337371,Solyc01g096370.3,Solyc06g063070.3,-
337372,Solyc01g096370.3,Solyc06g064890.3,-
337373,Solyc01g096370.3,Solyc06g066290.3,-
337376,Solyc01g096370.3,Solyc06g068330.1,-
337379,Solyc01g096370.3,Solyc06g069180.3,-
337383,Solyc01g096370.3,Solyc06g069490.3,-
337384,Solyc01g096370.3,Solyc06g070980.3,-
337390,Solyc01g096370.3,Solyc06g072980.3,-
337392,Solyc01g096370.3,Solyc06g073920.3,-
337397,Solyc01g096370.3,Solyc06g076880.3,-
337398,Solyc01g096370.3,Solyc06g076890.1,-
337399,Solyc01g096370.3,Solyc06g082120.3,-
337400,Solyc01g096370.3,Solyc06g082370.3,-
337402,Solyc01g096370.3,Solyc06g082830.3,-
337404,Solyc01g096370.3,Solyc06g084440.3,-
337405,Solyc01g096370.3,Solyc07g005060.3,-
337406,Solyc01g096370.3,Solyc07g005340.2,-
337412,Solyc01g096370.3,Solyc07g008350.3,-
337413,Solyc01g096370.3,Solyc07g008700.3,-
337415,Solyc01g096370.3,Solyc07g018180.2,+
337416,Solyc01g096370.3,Solyc07g022910.3,-
337417,Solyc01g096370.3,Solyc07g026770.3,-
337419,Solyc01g096370.3,Solyc07g032740.3,-
337421,Solyc01g096370.3,Solyc07g040940.3,-
337428,Solyc01g096370.3,Solyc07g047720.3,-
337436,Solyc01g096370.3,Solyc07g055210.3,-
337437,Solyc01g096370.3,Solyc07g055830.3,-
337440,Solyc01g096370.3,Solyc07g062080.3,-
337441,Solyc01g096370.3,Solyc07g062880.3,-
337447,Solyc01g096370.3,Solyc07g065020.3,-
337448,Solyc01g096370.3,Solyc07g065030.3,-
337453,Solyc01g096370.3,Solyc08g005230.3,-
337456,Solyc01g096370.3,Solyc08g007990.3,-
337458,Solyc01g096370.3,Solyc08g015650.3,-
337461,Solyc01g096370.3,Solyc08g022120.3,-
337466,Solyc01g096370.3,Solyc08g065890.3,-
337470,Solyc01g096370.3,Solyc08g067910.3,-
337471,Solyc01g096370.3,Solyc08g068060.3,-
337479,Solyc01g096370.3,Solyc08g075860.3,-
337481,Solyc01g096370.3,Solyc08g076920.3,-
337483,Solyc01g096370.3,Solyc08g077180.3,-
337484,Solyc01g096370.3,Solyc08g077920.3,-
337485,Solyc01g096370.3,Solyc08g078370.3,-
337490,Solyc01g096370.3,Solyc08g081950.3,-
337491,Solyc01g096370.3,Solyc08g082730.3,-
337492,Solyc01g096370.3,Solyc08g082980.2,-
337500,Solyc01g096370.3,Solyc09g007290.3,-
337501,Solyc01g096370.3,Solyc09g007490.3,-
337502,Solyc01g096370.3,Solyc09g007530.3,-
337509,Solyc01g096370.3,Solyc09g015670.3,-
337510,Solyc01g096370.3,Solyc09g015820.3,-
337511,Solyc01g096370.3,Solyc09g031590.3,-
337516,Solyc01g096370.3,Solyc09g064450.3,-
337517,Solyc01g096370.3,Solyc09g065990.3,-
337518,Solyc01g096370.3,Solyc09g072580.3,-
337529,Solyc01g096370.3,Solyc09g089880.3,-
337531,Solyc01g096370.3,Solyc09g091420.3,+
337536,Solyc01g096370.3,Solyc09g098150.3,-
337538,Solyc01g096370.3,Solyc10g005100.3,-
337540,Solyc01g096370.3,Solyc10g006050.3,-
337541,Solyc01g096370.3,Solyc10g006320.3,-
337542,Solyc01g096370.3,Solyc10g006710.3,-
337543,Solyc01g096370.3,Solyc10g006990.3,-
337545,Solyc01g096370.3,Solyc10g007390.3,-
337546,Solyc01g096370.3,Solyc10g007760.3,-
337547,Solyc01g096370.3,Solyc10g008130.3,-
337551,Solyc01g096370.3,Solyc10g017880.2,-
337552,Solyc01g096370.3,Solyc10g038120.2,-
337554,Solyc01g096370.3,Solyc10g044910.2,-
337556,Solyc01g096370.3,Solyc10g045600.2,-
337557,Solyc01g096370.3,Solyc10g045640.2,-
337558,Solyc01g096370.3,Solyc10g047630.2,-
337559,Solyc01g096370.3,Solyc10g049620.2,-
337560,Solyc01g096370.3,Solyc10g074590.2,-
337564,Solyc01g096370.3,Solyc10g079080.2,-
337566,Solyc01g096370.3,Solyc10g079260.2,-
337568,Solyc01g096370.3,Solyc10g080320.2,-
337569,Solyc01g096370.3,Solyc10g081220.2,-
337570,Solyc01g096370.3,Solyc10g081270.2,-
337574,Solyc01g096370.3,Solyc10g083790.2,-
337578,Solyc01g096370.3,Solyc10g085790.2,-
337579,Solyc01g096370.3,Solyc10g085820.2,-
337583,Solyc01g096370.3,Solyc11g005060.2,-
337585,Solyc01g096370.3,Solyc11g005920.2,-
337588,Solyc01g096370.3,Solyc11g006660.2,-
337594,Solyc01g096370.3,Solyc11g007170.2,-
337597,Solyc01g096370.3,Solyc11g008290.1,-
337598,Solyc01g096370.3,Solyc11g008430.2,-
337600,Solyc01g096370.3,Solyc11g010190.1,-
337602,Solyc01g096370.3,Solyc11g010430.2,-
337605,Solyc01g096370.3,Solyc11g011780.2,-
337618,Solyc01g096370.3,Solyc11g022540.2,-
337621,Solyc01g096370.3,Solyc11g039840.2,-
337623,Solyc01g096370.3,Solyc11g045210.2,-
337629,Solyc01g096370.3,Solyc11g069320.1,-
337630,Solyc01g096370.3,Solyc11g069530.2,-
337631,Solyc01g096370.3,Solyc11g070030.2,-
337632,Solyc01g096370.3,Solyc11g071770.1,-
337634,Solyc01g096370.3,Solyc11g072645.1,-
337636,Solyc01g096370.3,Solyc11g073300.2,-
337637,Solyc01g096370.3,Solyc12g005080.2,-
337638,Solyc01g096370.3,Solyc12g005220.2,-
337640,Solyc01g096370.3,Solyc12g007130.2,-
337641,Solyc01g096370.3,Solyc12g008630.2,-
337644,Solyc01g096370.3,Solyc12g009340.2,-
337646,Solyc01g096370.3,Solyc12g010040.2,-
337649,Solyc01g096370.3,Solyc12g011140.2,+
337653,Solyc01g096370.3,Solyc12g014470.2,-
337659,Solyc01g096370.3,Solyc12g043110.2,-
337663,Solyc01g096370.3,Solyc12g056030.2,-
337667,Solyc01g096370.3,Solyc12g062870.2,-
337676,Solyc01g096370.3,Solyc12g098675.1,-
337684,Solyc01g096370.3,Solyc12g099770.2,-
338948,Solyc01g096570.3,Solyc01g098810.3,-
338950,Solyc01g096570.3,Solyc01g107190.3,-
338951,Solyc01g096570.3,Solyc01g108170.3,-
338952,Solyc01g096570.3,Solyc02g063410.3,-
338953,Solyc01g096570.3,Solyc02g070820.1,-
338954,Solyc01g096570.3,Solyc02g080620.3,-
338956,Solyc01g096570.3,Solyc03g059390.3,-
338957,Solyc01g096570.3,Solyc03g093800.1,-
338958,Solyc01g096570.3,Solyc03g096350.3,-
338959,Solyc01g096570.3,Solyc03g114070.3,-
338960,Solyc01g096570.3,Solyc03g114940.3,-
338961,Solyc01g096570.3,Solyc03g118880.3,-
338962,Solyc01g096570.3,Solyc04g008260.3,-
338963,Solyc01g096570.3,Solyc04g076280.3,-
338968,Solyc01g096570.3,Solyc06g071550.3,-
338970,Solyc01g096570.3,Solyc07g007220.3,-
338972,Solyc01g096570.3,Solyc07g053350.3,-
338973,Solyc01g096570.3,Solyc07g062270.3,+
338974,Solyc01g096570.3,Solyc07g062600.3,-
338975,Solyc01g096570.3,Solyc07g065320.3,-
338977,Solyc01g096570.3,Solyc08g083280.3,-
338978,Solyc01g096570.3,Solyc09g010680.3,-
338980,Solyc01g096570.3,Solyc09g074360.3,-
338981,Solyc01g096570.3,Solyc10g045180.1,-
338982,Solyc01g096570.3,Solyc10g055680.1,-
338986,Solyc01g096570.3,Solyc11g073020.2,-
338988,Solyc01g096570.3,Solyc12g038090.1,-
338989,Solyc01g096570.3,Solyc12g057077.1,-
342853,Solyc01g096760.3,Solyc01g100840.3,+
342854,Solyc01g096760.3,Solyc01g100860.3,+
342856,Solyc01g096760.3,Solyc02g065370.3,+
342857,Solyc01g096760.3,Solyc02g070570.3,+
342858,Solyc01g096760.3,Solyc02g091190.3,+
342867,Solyc01g096760.3,Solyc03g118905.1,+
342871,Solyc01g096760.3,Solyc04g056280.3,+
342877,Solyc01g096760.3,Solyc05g053390.3,+
342880,Solyc01g096760.3,Solyc06g072250.3,+
342881,Solyc01g096760.3,Solyc06g082800.3,+
342888,Solyc01g096760.3,Solyc08g008040.3,+
342891,Solyc01g096760.3,Solyc08g065760.3,+
342899,Solyc01g096760.3,Solyc09g075100.3,+
342900,Solyc01g096760.3,Solyc09g082540.3,+
342901,Solyc01g096760.3,Solyc09g090720.3,+
342903,Solyc01g096760.3,Solyc10g006070.3,+
342905,Solyc01g096760.3,Solyc10g007550.3,+
342907,Solyc01g096760.3,Solyc10g009180.3,+
342914,Solyc01g096760.3,Solyc10g079880.2,+
342921,Solyc01g096760.3,Solyc12g040810.2,+
342922,Solyc01g096760.3,Solyc12g042080.2,+
342926,Solyc01g096760.3,Solyc12g099100.2,+
342928,Solyc01g096800.3,Solyc01g100840.3,+
342929,Solyc01g096800.3,Solyc01g104460.3,+
342942,Solyc01g096800.3,Solyc02g065580.3,+
342947,Solyc01g096800.3,Solyc02g082710.3,+
342948,Solyc01g096800.3,Solyc02g082860.3,+
342969,Solyc01g096800.3,Solyc03g096960.3,+
342977,Solyc01g096800.3,Solyc04g009410.3,+
343001,Solyc01g096800.3,Solyc05g053390.3,+
343002,Solyc01g096800.3,Solyc05g053880.3,+
343004,Solyc01g096800.3,Solyc05g056250.3,+
343007,Solyc01g096800.3,Solyc06g051420.3,+
343016,Solyc01g096800.3,Solyc06g069020.3,+
343017,Solyc01g096800.3,Solyc06g072250.3,+
343028,Solyc01g096800.3,Solyc07g009160.3,+
343054,Solyc01g096800.3,Solyc09g011360.3,+
343060,Solyc01g096800.3,Solyc09g065920.3,-
343061,Solyc01g096800.3,Solyc09g074090.3,+
343062,Solyc01g096800.3,Solyc09g075010.3,+
343064,Solyc01g096800.3,Solyc09g083080.3,+
343072,Solyc01g096800.3,Solyc10g006020.3,+
343085,Solyc01g096800.3,Solyc10g078830.2,+
343087,Solyc01g096800.3,Solyc10g083600.2,+
343103,Solyc01g096800.3,Solyc12g008760.2,+
343105,Solyc01g096800.3,Solyc12g014230.2,+
344297,Solyc01g096890.3,Solyc01g107620.3,+
344298,Solyc01g096890.3,Solyc02g021420.3,+
344299,Solyc01g096890.3,Solyc04g007370.3,+
344300,Solyc01g096890.3,Solyc04g010310.3,+
344301,Solyc01g096890.3,Solyc04g076965.1,+
344302,Solyc01g096890.3,Solyc04g082560.3,+
344303,Solyc01g096890.3,Solyc05g007030.3,+
344304,Solyc01g096890.3,Solyc05g018750.3,+
344305,Solyc01g096890.3,Solyc05g043353.1,+
344306,Solyc01g096890.3,Solyc06g042950.3,+
344307,Solyc01g096890.3,Solyc06g053530.3,+
344308,Solyc01g096890.3,Solyc06g062530.3,+
344309,Solyc01g096890.3,Solyc07g008450.3,+
344310,Solyc01g096890.3,Solyc08g006680.3,+
344311,Solyc01g096890.3,Solyc08g029190.3,+
344312,Solyc01g096890.3,Solyc09g091560.3,+
344313,Solyc01g096890.3,Solyc11g005910.2,+
344314,Solyc01g096890.3,Solyc11g008340.2,+
344315,Solyc01g096890.3,Solyc11g066650.2,+
344316,Solyc01g096890.3,Solyc12g044800.2,+
344317,Solyc01g096890.3,Solyc12g096050.2,+
347836,Solyc01g097330.3,Solyc01g103450.3,-
347837,Solyc01g097330.3,Solyc01g103500.3,+
347838,Solyc01g097330.3,Solyc01g103860.3,-
347843,Solyc01g097330.3,Solyc01g106350.3,+
347844,Solyc01g097330.3,Solyc01g106870.3,-
347851,Solyc01g097330.3,Solyc02g062570.3,+
347871,Solyc01g097330.3,Solyc03g112380.1,-
347873,Solyc01g097330.3,Solyc03g114020.3,+
347874,Solyc01g097330.3,Solyc03g115490.1,-
347878,Solyc01g097330.3,Solyc04g008385.1,+
347887,Solyc01g097330.3,Solyc04g081370.2,+
347889,Solyc01g097330.3,Solyc04g081930.3,-
347894,Solyc01g097330.3,Solyc05g052150.3,-
347897,Solyc01g097330.3,Solyc05g056000.3,-
347901,Solyc01g097330.3,Solyc06g009830.3,-
347904,Solyc01g097330.3,Solyc06g048410.3,-
347907,Solyc01g097330.3,Solyc06g065270.3,-
347909,Solyc01g097330.3,Solyc06g068330.1,-
347911,Solyc01g097330.3,Solyc06g073920.3,-
347913,Solyc01g097330.3,Solyc06g082810.3,+
347915,Solyc01g097330.3,Solyc07g055210.3,-
347922,Solyc01g097330.3,Solyc08g075450.3,+
347923,Solyc01g097330.3,Solyc08g076480.3,-
347924,Solyc01g097330.3,Solyc08g077180.3,-
347925,Solyc01g097330.3,Solyc08g077770.3,+
347928,Solyc01g097330.3,Solyc09g007490.3,-
347930,Solyc01g097330.3,Solyc09g015670.3,-
347931,Solyc01g097330.3,Solyc09g031910.2,+
347938,Solyc01g097330.3,Solyc10g045600.2,-
347939,Solyc01g097330.3,Solyc10g049620.2,-
347940,Solyc01g097330.3,Solyc10g076510.2,-
347944,Solyc01g097330.3,Solyc11g010190.1,-
347947,Solyc01g097330.3,Solyc11g069460.2,+
347951,Solyc01g097330.3,Solyc12g017290.1,+
347953,Solyc01g097330.3,Solyc12g043110.2,-
347954,Solyc01g097330.3,Solyc12g087830.2,-
347955,Solyc01g097330.3,Solyc12g088880.2,+
351536,Solyc01g097870.3,Solyc02g069950.3,+
351537,Solyc01g097870.3,Solyc02g070310.3,+
351541,Solyc01g097870.3,Solyc11g006080.2,+
351543,Solyc01g097870.3,Solyc11g069380.2,-
352141,Solyc01g097920.3,Solyc01g099320.3,+
352147,Solyc01g097920.3,Solyc01g103450.3,-
352156,Solyc01g097920.3,Solyc02g032620.1,+
352157,Solyc01g097920.3,Solyc02g038760.3,-
352160,Solyc01g097920.3,Solyc02g067430.3,+
352161,Solyc01g097920.3,Solyc02g068200.1,-
352166,Solyc01g097920.3,Solyc02g081040.3,+
352170,Solyc01g097920.3,Solyc02g091345.1,-
352175,Solyc01g097920.3,Solyc03g005640.1,+
352178,Solyc01g097920.3,Solyc03g007580.2,+
352183,Solyc01g097920.3,Solyc03g071850.1,+
352186,Solyc01g097920.3,Solyc03g093270.3,+
352187,Solyc01g097920.3,Solyc03g093610.1,+
352190,Solyc01g097920.3,Solyc03g114640.3,-
352197,Solyc01g097920.3,Solyc04g008710.3,-
352198,Solyc01g097920.3,Solyc04g009430.3,-
352203,Solyc01g097920.3,Solyc04g055130.1,+
352206,Solyc01g097920.3,Solyc04g071010.3,-
352210,Solyc01g097920.3,Solyc04g078700.3,+
352213,Solyc01g097920.3,Solyc04g081590.3,+
352214,Solyc01g097920.3,Solyc04g082780.3,-
352215,Solyc01g097920.3,Solyc04g082930.2,-
352217,Solyc01g097920.3,Solyc05g005840.3,+
352218,Solyc01g097920.3,Solyc05g006310.2,+
352220,Solyc01g097920.3,Solyc05g007550.2,+
352224,Solyc01g097920.3,Solyc05g009920.3,-
352228,Solyc01g097920.3,Solyc05g018920.1,+
352231,Solyc01g097920.3,Solyc05g046000.3,+
352232,Solyc01g097920.3,Solyc05g050420.1,+
352235,Solyc01g097920.3,Solyc05g051610.2,+
352236,Solyc01g097920.3,Solyc05g053190.3,-
352238,Solyc01g097920.3,Solyc05g054350.3,-
352239,Solyc01g097920.3,Solyc05g056430.2,+
352241,Solyc01g097920.3,Solyc06g005620.3,+
352245,Solyc01g097920.3,Solyc06g048410.3,-
352249,Solyc01g097920.3,Solyc06g053920.3,-
352250,Solyc01g097920.3,Solyc06g060500.1,+
352252,Solyc01g097920.3,Solyc06g064970.3,+
352253,Solyc01g097920.3,Solyc06g065270.3,-
352256,Solyc01g097920.3,Solyc06g073560.3,+
352259,Solyc01g097920.3,Solyc06g074500.2,+
352262,Solyc01g097920.3,Solyc06g082730.2,+
352269,Solyc01g097920.3,Solyc07g017780.3,+
352275,Solyc01g097920.3,Solyc07g052700.3,-
352276,Solyc01g097920.3,Solyc07g053350.3,+
352279,Solyc01g097920.3,Solyc07g055350.3,+
352280,Solyc01g097920.3,Solyc07g056090.1,+
352281,Solyc01g097920.3,Solyc07g062270.3,-
352282,Solyc01g097920.3,Solyc07g065400.3,-
352283,Solyc01g097920.3,Solyc07g065660.3,+
352288,Solyc01g097920.3,Solyc08g007560.2,+
352294,Solyc01g097920.3,Solyc08g075100.3,-
352295,Solyc01g097920.3,Solyc08g076480.3,-
352296,Solyc01g097920.3,Solyc08g076590.3,+
352297,Solyc01g097920.3,Solyc08g079720.3,+
352301,Solyc01g097920.3,Solyc08g083280.3,+
352303,Solyc01g097920.3,Solyc09g007640.3,+
352305,Solyc01g097920.3,Solyc09g009520.3,+
352306,Solyc01g097920.3,Solyc09g011500.3,+
352307,Solyc01g097920.3,Solyc09g011510.2,+
352308,Solyc01g097920.3,Solyc09g011520.3,+
352310,Solyc01g097920.3,Solyc09g015670.3,-
352316,Solyc01g097920.3,Solyc09g066310.3,+
352323,Solyc01g097920.3,Solyc09g090930.3,-
352326,Solyc01g097920.3,Solyc10g005120.2,-
352337,Solyc01g097920.3,Solyc11g006090.2,+
352339,Solyc01g097920.3,Solyc11g006490.2,+
352343,Solyc01g097920.3,Solyc11g011330.2,+
352344,Solyc01g097920.3,Solyc11g011750.1,+
352346,Solyc01g097920.3,Solyc11g012060.1,+
352349,Solyc01g097920.3,Solyc11g069380.2,-
352351,Solyc01g097920.3,Solyc11g073160.2,-
352354,Solyc01g097920.3,Solyc12g010380.2,-
352356,Solyc01g097920.3,Solyc12g055680.1,+
352357,Solyc01g097920.3,Solyc12g057100.2,+
352359,Solyc01g097920.3,Solyc12g087810.2,-
352360,Solyc01g097920.3,Solyc12g087830.2,-
354563,Solyc01g098200.3,Solyc10g011810.3,-
356752,Solyc01g098410.3,Solyc01g100860.3,-
356753,Solyc01g098410.3,Solyc01g105370.3,-
356754,Solyc01g098410.3,Solyc01g110385.1,-
356755,Solyc01g098410.3,Solyc01g111250.3,-
356757,Solyc01g098410.3,Solyc02g083590.3,-
356758,Solyc01g098410.3,Solyc02g085910.3,-
356759,Solyc01g098410.3,Solyc02g090840.3,-
356760,Solyc01g098410.3,Solyc02g092880.3,-
356761,Solyc01g098410.3,Solyc03g005270.3,-
356762,Solyc01g098410.3,Solyc03g111977.1,-
356763,Solyc01g098410.3,Solyc03g117870.3,-
356764,Solyc01g098410.3,Solyc04g007490.3,-
356765,Solyc01g098410.3,Solyc04g064510.3,-
356767,Solyc01g098410.3,Solyc04g079190.3,-
356769,Solyc01g098410.3,Solyc05g050230.3,-
356770,Solyc01g098410.3,Solyc05g054100.3,-
356771,Solyc01g098410.3,Solyc05g055380.2,-
356772,Solyc01g098410.3,Solyc06g064890.3,-
356773,Solyc01g098410.3,Solyc07g007835.1,-
356774,Solyc01g098410.3,Solyc07g020860.3,-
356775,Solyc01g098410.3,Solyc07g032740.3,-
356776,Solyc01g098410.3,Solyc07g043120.1,-
356777,Solyc01g098410.3,Solyc07g047740.3,-
356778,Solyc01g098410.3,Solyc07g056500.3,-
356779,Solyc01g098410.3,Solyc08g080940.3,-
356780,Solyc01g098410.3,Solyc09g008410.3,-
356781,Solyc01g098410.3,Solyc09g090700.1,-
356782,Solyc01g098410.3,Solyc10g079080.2,-
356783,Solyc01g098410.3,Solyc11g010430.2,-
356784,Solyc01g098410.3,Solyc11g013000.2,-
356785,Solyc01g098410.3,Solyc11g039840.2,-
356786,Solyc01g098410.3,Solyc11g068460.2,-
356787,Solyc01g098410.3,Solyc11g070030.2,-
356789,Solyc01g098410.3,Solyc12g005220.2,-
356790,Solyc01g098410.3,Solyc12g098580.1,-
356791,Solyc01g098410.3,Solyc12g098980.2,-
356792,Solyc01g098410.3,Solyc12g099770.2,-
358543,Solyc01g098725.1,Solyc01g098760.3,-
358545,Solyc01g098725.1,Solyc01g104140.3,+
358550,Solyc01g098725.1,Solyc01g111170.3,-
358551,Solyc01g098725.1,Solyc01g111930.3,-
358553,Solyc01g098725.1,Solyc02g022930.3,-
358554,Solyc01g098725.1,Solyc02g023950.3,-
358555,Solyc01g098725.1,Solyc02g031790.2,-
358556,Solyc01g098725.1,Solyc02g033030.3,-
358557,Solyc01g098725.1,Solyc02g063390.3,-
358560,Solyc01g098725.1,Solyc02g067105.1,-
358561,Solyc01g098725.1,Solyc02g067840.3,+
358564,Solyc01g098725.1,Solyc02g071260.3,-
358565,Solyc01g098725.1,Solyc02g077315.1,-
358566,Solyc01g098725.1,Solyc02g077460.2,-
358567,Solyc01g098725.1,Solyc02g077850.3,-
358570,Solyc01g098725.1,Solyc02g078720.3,-
358573,Solyc01g098725.1,Solyc02g080620.3,-
358574,Solyc01g098725.1,Solyc02g083310.3,-
358575,Solyc01g098725.1,Solyc02g083340.3,-
358576,Solyc01g098725.1,Solyc02g085245.1,-
358577,Solyc01g098725.1,Solyc02g089065.1,-
358578,Solyc01g098725.1,Solyc02g090620.3,-
358579,Solyc01g098725.1,Solyc02g090840.3,+
358583,Solyc01g098725.1,Solyc02g094320.3,-
358584,Solyc01g098725.1,Solyc02g094570.3,-
358587,Solyc01g098725.1,Solyc03g007920.3,-
358588,Solyc01g098725.1,Solyc03g007940.3,-
358589,Solyc01g098725.1,Solyc03g026150.3,-
358590,Solyc01g098725.1,Solyc03g031680.3,-
358591,Solyc01g098725.1,Solyc03g043960.3,-
358593,Solyc01g098725.1,Solyc03g058950.3,-
358594,Solyc01g098725.1,Solyc03g059350.3,-
358596,Solyc01g098725.1,Solyc03g096840.3,-
358598,Solyc01g098725.1,Solyc03g097640.3,-
358599,Solyc01g098725.1,Solyc03g111770.3,-
358600,Solyc01g098725.1,Solyc03g112990.1,-
358601,Solyc01g098725.1,Solyc03g113060.3,-
358602,Solyc01g098725.1,Solyc03g114970.3,-
358603,Solyc01g098725.1,Solyc03g120450.3,-
358604,Solyc01g098725.1,Solyc03g121070.3,-
358605,Solyc01g098725.1,Solyc03g121560.3,-
358606,Solyc01g098725.1,Solyc03g121800.3,-
358609,Solyc01g098725.1,Solyc03g123830.3,-
358611,Solyc01g098725.1,Solyc04g005570.3,-
358612,Solyc01g098725.1,Solyc04g007910.3,-
358613,Solyc01g098725.1,Solyc04g008880.3,-
358615,Solyc01g098725.1,Solyc04g009550.3,-
358616,Solyc01g098725.1,Solyc04g010140.1,-
358618,Solyc01g098725.1,Solyc04g016440.3,-
358619,Solyc01g098725.1,Solyc04g045600.3,-
358620,Solyc01g098725.1,Solyc04g056330.1,-
358622,Solyc01g098725.1,Solyc04g058150.3,-
358624,Solyc01g098725.1,Solyc04g071560.3,-
358625,Solyc01g098725.1,Solyc04g072810.3,-
358629,Solyc01g098725.1,Solyc04g079310.3,-
358630,Solyc01g098725.1,Solyc04g079315.1,-
358632,Solyc01g098725.1,Solyc04g080190.3,-
358634,Solyc01g098725.1,Solyc04g081160.3,-
